
,time,body_number,area_scaled,perimeter_scaled,circularity,AR
11,Fri Jul 23 15:38:07 2021,1,46992,1203.36666581637,0.4077911901675982,1.0944016379483532
20,Fri Jul 23 15:38:07 2021,11,56336,1156.76363543604,0.5290620577881722,1.127755101563191
24,Fri Jul 23 15:38:07 2021,19,48096,897.8031739553294,0.7498191883785229,1.2148264038658967
28,Fri Jul 23 15:38:07 2021,15,12656,631.3868683519033,0.39894703330991366,1.9751969306983164
32,Fri Jul 23 15:38:07 2021,7,43664,889.9453095790604,0.6927981916540912,1.2413954412746515
35,Fri Jul 23 15:38:07 2021,4,63120,994.5138520739841,0.8019645683001124,1.0986253952304328
,time,body_number,area_scaled,perimeter_scaled,circularity,AR
0,Fri Jul 23 15:38:07 2021,14,39584,747.9797974644666,0.8890983536299529,1.0150718037631454
1,Fri Jul 23 15:38:07 2021,18,37072,854.6316010800757,0.6378197834220222,1.1106559721695333
7,Fri Jul 23 15:38:07 2021,6,43504,958.2295808265222,0.5953877669228873,1.1650766027857957
12,Fri Jul 23 15:38:07 2021,1,37968,834.8670990922585,0.6845306396311293,1.193312139999117
18,Fri Jul 23 15:38:07 2021,10,43936,1000.9991334482228,0.551014435346983,1.1600749942499282
23,Fri Jul 23 15:38:07 2021,8,48016,900.5483399593904,0.7440151554059975,1.3114461174224215
24,Fri Jul 23 15:38:07 2021,3,22480,652.6417023478423,0.6632183431726849,1.170534217278265
27,Fri Jul 23 15:38:07 2021,20,10208,388.19090885901,0.8512552527048971,1.0490580850187825
,time,body_number,area_scaled,perimeter_scaled,circularity,AR
0,Fri Jul 23 15:38:07 2021,9,31296,731.0092347159895,0.73595789813016,1.053754871702473
3,Fri Jul 23 15:38:07 2021,17,20400,609.4701294725885,0.6901367917390812,1.2896670998926643
7,Fri Jul 23 15:38:07 2021,20,62560,996.7148622007609,0.7913429466102115,1.183498639998249
10,Fri Jul 23 15:38:07 2021,2,24672,666.2985565973347,0.6983553675536264,1.1637425810361839
,time
0,Fri Jul 23 15:38:07 2021
,time,body_number,area_scaled,perimeter_scaled,circularity,AR
0,Fri Jul 23 15:49:42 2021,15,24112,584.4995667241114,0.8869001163292075,1.0113357517848836
,time,body_number,area_scaled,perimeter_scaled,circularity,AR
0,Fri Jul 23 15:49:42 2021,12,59392,1101.9696961967,0.6146084271822627,1.094481107100634
4,Fri Jul 23 15:49:42 2021,13,42672,909.0924958366747,0.6488386569013231,1.1615098155343764
6,Fri Jul 23 15:49:42 2021,6,21744,717.920922961421,0.5301467243761252,1.305445779578899
11,Fri Jul 23 15:49:42 2021,1,46256,1482.2783540618013,0.26455648100183377,1.1675159980580947
26,Fri Jul 23 15:49:42 2021,11,57168,1183.793072687563,0.5126385650272448,1.1710860092761028
32,Fri Jul 23 15:49:42 2021,19,52176,965.9453095790604,0.7027090868466748,1.1059590115580475
35,Fri Jul 23 15:49:42 2021,15,16848,685.2102448427661,0.4509314464129379,1.835350665294739
39,Fri Jul 23 15:49:42 2021,7,42128,864.8082245892128,0.7078497504817498,1.1806183183971373
44,Fri Jul 23 15:49:42 2021,4,63216,1026.9158723275377,0.7532985706209921,1.124943320854002
,time,body_number,area_scaled,perimeter_scaled,circularity,AR
0,Fri Jul 23 15:49:42 2021,14,41440,840.2640687119284,0.7375611374297213,1.1753913322831204
3,Fri Jul 23 15:49:42 2021,18,40432,917.9453095790604,0.602978010440875,1.1786519438384866
7,Fri Jul 23 15:49:42 2021,6,43520,1013.1412690719537,0.532793279793198,1.0721796505722274
12,Fri Jul 23 15:49:42 2021,1,41744,961.4011537017761,0.5675376111787822,1.164190370658563
16,Fri Jul 23 15:49:42 2021,10,44128,1037.685424949238,0.5149827415699334,1.2659233180159315
23,Fri Jul 23 15:49:42 2021,8,47120,887.5777772109133,0.7516268845590304,1.290112551943532
27,Fri Jul 23 15:49:42 2021,20,18928,751.5777772109133,0.4210820520116948,1.4665490741841039
30,Fri Jul 23 15:49:42 2021,3,22560,648.6417023478423,0.6738127518495103,1.066052285182754
,time,body_number,area_scaled,perimeter_scaled,circularity,AR
0,Fri Jul 23 15:49:42 2021,9,29280,687.9554108468271,0.777428316201861,1.0744973394529214
3,Fri Jul 23 15:49:42 2021,17,20032,614.4406922210655,0.666767212941116,1.3348060663453973
7,Fri Jul 23 15:49:42 2021,20,60928,978.3473298326137,0.7999091383645436,1.1820678405214258
9,Fri Jul 23 15:49:42 2021,2,22288,620.239682094289,0.7280511067085069,1.4216768564626052
,time
0,Fri Jul 23 15:49:42 2021
,time,body_number,area_scaled,perimeter_scaled,circularity,AR
0,Fri Jul 23 15:56:16 2021,15,18800,507.2447327281723,0.918190132710681,1.0645910769101972
,time,body_number,area_scaled,perimeter_scaled,circularity,AR
0,Fri Jul 23 15:56:16 2021,12,58512,1088.999133448223,0.6200114911241674,1.1122372564359084
3,Fri Jul 23 15:56:16 2021,13,40784,880.2640687119284,0.6614145317396837,1.2330665782870835
5,Fri Jul 23 15:56:16 2021,6,23056,715.7199128346442,0.5655976896050526,1.2413915237187174
10,Fri Jul 23 15:56:16 2021,1,43872,1307.3910524340095,0.32254200427718793,1.262136337149257
21,Fri Jul 23 15:56:16 2021,11,55712,1104.3128419472077,0.5740825793707972,1.1566675782049458
26,Fri Jul 23 15:56:16 2021,19,52576,985.9453095790603,0.6796600689502137,1.0926252516250314
30,Fri Jul 23 15:56:16 2021,15,21280,822.6316010800756,0.3951579376349333,1.4090349123244863
39,Fri Jul 23 15:56:16 2021,7,40576,871.5777772109132,0.6712229528789022,1.1006510528158575
44,Fri Jul 23 15:56:16 2021,4,62496,1086.3717164502532,0.6654343032542374,1.0752442660184105
,time,body_number,area_scaled,perimeter_scaled,circularity,AR
0,Fri Jul 23 15:56:16 2021,14,44464,895.1757569573599,0.697271266768481,1.1284573744134765
5,Fri Jul 23 15:56:16 2021,18,40560,977.2590180780451,0.5336892276863406,1.222882926287942
9,Fri Jul 23 15:56:16 2021,6,44416,1121.0235200658624,0.44413997042770387,1.071481844698685
12,Fri Jul 23 15:56:16 2021,1,41376,933.685424949238,0.5964268802839507,1.1424904241826541
17,Fri Jul 23 15:56:16 2021,10,44080,985.9696961966998,0.5698024544840858,1.2930268835460526
22,Fri Jul 23 15:56:16 2021,8,46736,953.1168824543141,0.6465008187193965,1.139751881724662
23,Fri Jul 23 15:56:16 2021,20,23184,802.2051942088826,0.4527175105618991,1.1158030865464938
30,Fri Jul 23 15:56:16 2021,3,21984,656.6660889654819,0.6406596920743401,1.1892503688733274
35,Fri Jul 23 15:56:16 2021,4,11216,578.2985565973347,0.42144766110318527,1.3762444316391602
,time,body_number,area_scaled,perimeter_scaled,circularity,AR
0,Fri Jul 23 15:56:16 2021,9,27328,697.8965363437813,0.705075505062226,1.0939560458990254
3,Fri Jul 23 15:56:16 2021,17,19584,676.8082245892128,0.537254434997103,1.367412629882906
5,Fri Jul 23 15:56:16 2021,20,57952,998.7737367038067,0.7300356439029863,1.203175930675275
7,Fri Jul 23 15:56:16 2021,2,20848,684.1219330881976,0.5597669253432949,1.5346410877273582
,time
0,Fri Jul 23 15:56:16 2021
